Tuyến cáp                    , lat1       , lon1       , lat2       , lon2       , Desc,
DGDL25-DGDL18                ,11.93925,107.45791,11.95198,107.47943," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL25-DGDL18 - CSG # 7","33 km"""
DGDL18-DGDL37                ,11.95198,107.47943,11.98872,107.50814," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL18-DGDL37 - CSG # 8","63 km"""
DG_DWDM_DKGGNA-DGDL19        ,12.00248,107.6923,11.98278,107.59981," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DG_DWDM_DKGGNA-DGDL19 - CSG # 10","56 km"""
DGDL19-DGDL03                ,11.98278,107.59981,11.984295,107.57251," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL19-DGDL03 - CSG # 3","42 km"""
DGDL03-DGDL09                ,11.984295,107.57251,11.9923505,107.5449604," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL03-DGDL09 - CSG # 1","91 km"""
DGDL09-DGDL37                ,11.9923505,107.5449604,11.98872,107.50814," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL09-DGDL37 - CSG # 4","9 km"""
DG_DWDM_DKGGNA-DGGN07        ,12.00248,107.6923,11.977438,107.648631," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DG_DWDM_DKGGNA-DGGN07 - CSG # 4","01 km"""
DGGN07-DGDL05                ,11.977438,107.648631,11.9775,107.580943," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGGN07-DGDL05 - CSG # 8","77 km"""
DGDL05-DGDL30                ,11.9775,107.580943,12.00816,107.56442," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL05-DGDL30 - CSG # 5","91 km"""
DGDL30-DGDL16                ,12.00816,107.56442,12.011,107.526913," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL30-DGDL16 - CSG # 7","36 km"""
DGDL16-DGDL37                ,12.011,107.526913,11.98872,107.50814," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL16-DGDL37 - CSG # 5","73 km"""
DG_DWDM_DKGGNA-DGDL41        ,12.00248,107.6923,11.88509,107.52783," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DG_DWDM_DKGGNA-DGDL41 - CSG # 37","16 km"""
DGDL41-DGDL04                ,11.88509,107.52783,11.866914,107.492814," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL41-DGDL04 - CSG # 7","51 km"""
DGDL04-DGDL32                ,11.866914,107.492814,11.876657,107.41516," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL04-DGDL32 - CSG # 13","08 km"""
DGDL32-DGDL07                ,11.876657,107.41516,11.907693,107.39602," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL32-DGDL07 - CSG # 3","53 km"""
DGDL07-DGDL43                ,11.907693,107.39602,11.921551,107.416865," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL07-DGDL43 - CSG # 5","35 km"""
DGDL43-DGDL22                ,11.921551,107.416865,11.933483,107.433466," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL43-DGDL22 - CSG # 2","8 km"""
DGDL22-DGDL37                ,11.933483,107.433466,11.98872,107.50814," ""08/2025/HĐDV/MOBIFONE-PITC - Cap thue DGDL22-DGDL37 - CSG # 12","96 km"""
DNLC15-DNTK31                ,16.084137,108.15679,16.07298,108.17773," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNLC15-DNTK31 - AGG # 4","35 km"""
DNST01-DNST18                ,16.0804063,108.2359264,16.094028,108.251083," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNST01-DNST18 - AGG # 4","35 km"""
DNHC16-DNHC40                ,16.07118,108.22124,16.07437,108.21742," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNHC16-DNHC40 - CSG # 1","16 km"""
DNHC23-DNHC02                ,16.06194,108.22153,16.0648227,108.2230842," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNHC23-DNHC02 - CSG # 1","01 km"""
DNHC02-DNHC16                ,16.0648227,108.2230842,16.07118,108.22124," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNHC02-DNHC16 - CSG # 1","51 km"""
DNHC40-DNHC28                ,16.07437,108.21742,16.076546,108.2199," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNHC40-DNHC28 - CSG # 1","41 km"""
DNHC20-DNTK13                ,16.0746,108.20979,16.071265,108.200369," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNHC20-DNTK13 - CSG # 1","92 km"""
DNTK13-DNTK10                ,16.071265,108.200369,16.07129,108.18794," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNTK13-DNTK10 - CSG # 1","92 km"""
DNTK10-DNTK14                ,16.07129,108.18794,16.06531,108.20105," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNTK10-DNTK14 - CSG # 2","63 km"""
DNTK16-DNCL31                ,16.04685,108.18472,16.04747,108.17698," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNTK16-DNCL31 - CSG # 2","33 km"""
DNCL31-DNLC06                ,16.04747,108.17698,16.05041,108.15325," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNCL31-DNLC06 - CSG # 5","07 km"""
DNLC06-DNLC21                ,16.05041,108.15325,16.05435,108.15813," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNLC06-DNLC21 - CSG # 1","62 km"""
DNLC21-DNLC23                ,16.05435,108.15813,16.05816,108.16334," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNLC21-DNLC23 - CSG # 1","72 km"""
DNLC23-DNLC30                ,16.05816,108.16334,16.057405,108.16911," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNLC23-DNLC30 - CSG # 1","82 km"""
DNHW02-DNLC04                ,16.10168,108.09895,16.07647,108.127625," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNHW02-DNLC04 - CSG # 5","68 km"""
DNLC04-DNLC36                ,16.07647,108.127625,16.07482,108.13389," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNLC04-DNLC36 - CSG # 1","3 km"""
DNLC36-DNLC1P                ,16.07482,108.13389,16.081936,108.146558," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNLC36-DNLC1P - CSG # 4","52 km"""
DNLC1P-DNLC15                ,16.081936,108.146558,16.084137,108.15679," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNLC1P-DNLC15 - CSG # 2","3 km"""
DNHW02-DNHW23                ,16.10168,108.09895,16.11111,108.08781," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNHW02-DNHW23 - CSG # 2","83 km"""
DNHW23-DNLC11                ,16.11111,108.08781,16.12094,108.11696, 27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNHW23-DNLC11 - CSG # 5 km,
DNLC11-DNLC22                ,16.12094,108.11696,16.109353,108.129976," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNLC11-DNLC22 - CSG # 3","14 km"""
DNLC22-DNLC13                ,16.109353,108.129976,16.10014,108.13362," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNLC22-DNLC13 - CSG # 2","53 km"""
DNLC13-DNLC07                ,16.10014,108.13362,16.09007,108.14254," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNLC13-DNLC07 - CSG # 2","23 km"""
DNLC07-DNLC15                ,16.09007,108.14254,16.084137,108.15679," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNLC07-DNLC15 - CSG # 3","85 km"""
DNST87-DNST28                ,16.06757,108.24173,16.05768,108.24085," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNST87-DNST28 - CSG # 2","02 km"""
DNST28-DNST02                ,16.05768,108.24085,16.05755,108.23619," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNST28-DNST02 - CSG # 1","18 km"""
DNST02-DNST34                ,16.05755,108.23619,16.05625,108.23469," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNST02-DNST34 - CSG # 1","62 km"""
DNST34-DNTK01                ,16.05625,108.23469,16.05868,108.2069," ""27/2025/HĐDV/MOBIFONE-PITC - Cap thue DNST34-DNTK01 - CSG # 5","37 km"""
BDTP39-BDAN27                ,13.88678,109.14018,13.86948,109.12784," ""28/2025/HĐDV/MOBIFONE-PITC - Cap thue BDTP39-BDAN27 - CSG # 6","3 km"""
BDAN27-BDTP05                ,13.86948,109.12784,13.8558235,109.1331803," ""28/2025/HĐDV/MOBIFONE-PITC - Cap thue BDAN27-BDTP05 - CSG # 3","4 km"""
BDTP05-BDTP29                ,13.8558235,109.1331803,13.84005,109.14101," ""28/2025/HĐDV/MOBIFONE-PITC - Cap thue BDTP05-BDTP29 - CSG # 3","3 km"""
HUHA01-HUPD22                ,16.5252,107.47588,16.55369,107.44243, 29/2025/HĐDV/MOBIFONE-PITC - Cap thue HUHA01-HUPD22 - CSG # 11 km,
HUPD19-HUPD53                ,16.59658,107.35056,16.66216,107.34657," ""29/2025/HĐDV/MOBIFONE-PITC - Cap thue HUPD19-HUPD53 - CSG # 19","5 km"""
HUQD25-HUHUMA01              ,16.62095,107.44789,16.481683,107.555912," ""29/2025/HĐDV/MOBIFONE-PITC - Cap thue HUQD25-HUHUMA01 - CSG # 29","5 km"""
QNBS23-QNBS26                ,15.30476,108.75588,15.30152,108.82293," ""30/2025/HĐDV/MOBIFONE-TPCOMS - Cap thue QNBS23-QNBS26 - AGG # 15","8 km"""
QNMD25-QNNH03                ,14.95053,108.88331,14.98693,108.83602," ""30/2025/HĐDV/MOBIFONE-TPCOMS - Cap thue QNMD25-QNNH03 - CSG # 9","8 km"""
QNMD25-QNTN05                ,14.95053,108.88331,15.05898,108.84332, 30/2025/HĐDV/MOBIFONE-TPCOMS - Cap thue QNMD25-QNTN05 - AGG # 22 km,
QNST46-QNST08                ,15.24031,108.74738,15.22559,108.76192," ""30/2025/HĐDV/MOBIFONE-TPCOMS - Cap thue QNST46-QNST08 - CSG # 4","3 km"""
