Name,Lat,Lon,Site ID,Type,Priority
QAHA27,15.881811,108.327432,,CSG,2
QAHA32,15.90198,108.31081,,CSG,2
QANT04,15.58422,108.55311,,CSG,2
QANT06,15.51584,108.55952,,CSG,2
QANT14,15.4479,108.683,,CSG,2
QANT17,15.53684,108.53589,,CSG,2
QANT38,15.43534,108.65253,,CSG,2
QANT39,15.43567,108.63941,,CSG,2
QANT46,15.5003,108.57149,,CSG,2
QANT47,15.37787,108.71441,,CSG,2
QANT49,15.54611,108.52502,,CSG,2
QANT74,15.4431,108.6295,,CSG,2
QAPN04,15.5338,108.4342,,CSG,2
QAPN06,15.56467,108.37149,,CSG,2
QAPN07,15.58484,108.41643,,CSG,2
QAPN09,15.58944,108.44667,,CSG,2
QAPN21,15.546,108.4109,,CSG,2
QAPN22,15.56253,108.42493,,CSG,2
QAPN26,15.62196,108.43964,,CSG,2
QAQS03,15.71113,108.26722,,CSG,2
QAQS10,15.73936,108.29134,,CSG,2
QAQS19,15.76923,108.32967,,CSG,2
QAQS22,15.66889,108.21185,,CSG,2
QAQS25,15.806229,108.317636,,CSG,2
QATB02,15.67753,108.40633,,CSG,2
QATB04,15.65719,108.27592,,CSG,2
QATB06,15.66507,108.35354,,CSG,2
QATB07,15.70385,108.3267,,CSG,2
QATB10,15.73394,108.34846,,CSG,2
QATB11,15.7645,108.34095,,CSG,2
QATB14,15.7184,108.37898,,CSG,2
QATB15,15.64605,108.45949,,CSG,2
QATB18,15.7571,108.35266,,CSG,2
QATB19,15.73477,108.40955,,CSG,2
QATB20,15.63832,108.25054,,CSG,2
QATB23,15.6837,108.34531,,CSG,2
QATB24,15.67005,108.37587,,CSG,2
QATB25,15.73733894,108.3844111,,CSG,2
QATB26,15.69828,108.39686,,CSG,2
QATB27,15.67551,108.43894,,CSG,2
QATB29,15.7172,108.34163,,CSG,2
QATB32,15.718,108.46406,,CSG,2
QATB34,15.63384,108.39618,,CSG,2
QATB37,15.81599,108.33386,,CSG,2
QATB42,15.62891,108.22826,,CSG,2
QATB43,15.74392,108.3542,,CSG,2
QATB45,15.68962,108.39871,,CSG,2
